callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
CSN8419,,78161c,,,,KJFK,2019-07-31 04:25:47+00:00,2019-08-01 02:55:13+00:00,2019-08-01 00:00:00+00:00,29.307473392809854,104.32159423828121,9448.8,40.6776712708554,-73.72956015846944,182.88
LPE2484,,e80211,CC-CWY,B763,KJFK,LEMD,2019-07-31 04:26:12+00:00,2019-08-01 11:22:28+00:00,2019-08-01 00:00:00+00:00,40.58903503417969,-73.80810546875,609.6,40.58468627929688,-3.5751953125,929.64
SIA265,SQ265,76cd09,,,YBBN,YBBN,2019-07-31 04:55:03+00:00,2019-08-01 07:17:12+00:00,2019-08-01 00:00:00+00:00,-27.38319396972656,153.1294106537441,-304.8,-27.382771120233087,153.1297126183143,-114.3
CCA841,,780c45,B-5948,A333,,LOWW,2019-07-31 05:01:56+00:00,2019-08-01 05:11:20+00:00,2019-08-01 00:00:00+00:00,21.02820444915254,113.5399058948864,10668.0,48.11600895251258,16.56356224646935,144.78
BAW16,BA16,4065de,G-STBF,B77W,YSSY,EGLL,2019-07-31 05:02:37+00:00,2019-08-01 03:47:57+00:00,2019-08-01 00:00:00+00:00,-33.963912963867195,151.1808434311224,0.0,51.47767639160156,-0.4321041622677058,15.24
SIA231,SQ231,76cd73,9V-SKS,A388,YSSY,YSSY,2019-07-31 05:16:13+00:00,2019-08-01 00:12:46+00:00,2019-08-01 00:00:00+00:00,-33.960183353747375,151.1796569824219,-304.8,-33.98862677105404,151.1869812011719,0.0
KAL017,,71be22,HL7622,A388,KJFK,KLAX,2019-07-31 05:17:36+00:00,2019-08-01 16:43:58+00:00,2019-08-01 00:00:00+00:00,40.57125285520392,-73.82150823419744,609.6,33.9537591449285,-118.38592529296879,106.68
AAR561,,71bf00,HL7700,B772,KORD,LIRF,2019-07-31 05:20:19+00:00,2019-08-01 15:19:29+00:00,2019-08-01 00:00:00+00:00,41.96928405761719,-87.83219770951706,609.6,41.83398230601165,12.21858534702035,114.3
AVA087,,aaed16,N803AV,,KJFK,SAEZ,2019-07-31 05:22:14+00:00,2019-08-01 08:34:54+00:00,2019-08-01 00:00:00+00:00,40.60153198242188,-73.80010986328125,304.8,-34.818047992253696,-58.55901718139648,83.82000000000002
MAU744,,060025,3B-NBM,A332,YPPH,VIDP,2019-07-31 05:25:13+00:00,2019-08-01 00:58:29+00:00,2019-08-01 00:00:00+00:00,-31.93061828613281,115.96810913085942,-304.8,28.549230543233577,77.05568201401654,419.1
CSN3097,,780f77,B-7588,B77W,CYYZ,RCTP,2019-07-31 05:33:15+00:00,2019-08-01 05:51:29+00:00,2019-08-01 00:00:00+00:00,43.69647216796875,-79.6318444540334,0.0,25.054740259202855,121.1929839512087,243.84
CCA887,CA887,780970,B-2036,B77W,KIAH,KLAX,2019-07-31 05:54:03+00:00,2019-08-01 15:41:56+00:00,2019-08-01 00:00:00+00:00,29.91920471191406,-95.35831227022058,609.6,33.9547119140625,-118.37622817681759,129.54
QFA1,,7c4929,VH-OQJ,A388,YSSY,EGLL,2019-07-31 06:10:46+00:00,2019-08-01 05:22:09+00:00,2019-08-01 00:00:00+00:00,-33.97787475585938,151.182749222736,0.0,51.464942026946495,-0.4344940185546875,-7.62
CMP701,CM701,0c20ba,HP-1848CMP,B738,KJFK,SBGR,2019-07-31 06:13:55+00:00,2019-08-01 02:40:28+00:00,2019-08-01 00:00:00+00:00,40.59384155273438,-73.8121337890625,304.8,-23.44400024414062,-46.50617564808238,792.48
AVA054,,aa9bbf,N783AV,B788,,EDDM,2019-07-31 06:27:08+00:00,2019-08-01 04:01:18+00:00,2019-08-01 00:00:00+00:00,-15.3322122864804,-76.2246649605887,11887.2,48.344970703125,11.806358924278841,403.86
CES289,,7803be,B-6545,A332,VHHH,ESSA,2019-07-31 06:28:10+00:00,2019-08-01 03:47:56+00:00,2019-08-01 00:00:00+00:00,22.30165100097656,113.9149391867898,304.8,59.66963428561971,18.02458664466595,137.16
CSN347,CZ347,780f15,B-7183,B77W,,LFPG,2019-07-31 06:37:33+00:00,2019-08-01 04:13:59+00:00,2019-08-01 00:00:00+00:00,27.59564208984375,120.2879074384581,10668.0,48.99623107910156,2.6282677283653846,167.64
FJI911,FJ911,c8806f,DQ-FJW,A333,KLAX,YSSY,2019-07-31 06:42:15+00:00,2019-08-01 01:35:51+00:00,2019-08-01 00:00:00+00:00,33.9466552734375,-118.43693324497771,0.0,-33.98931884765625,151.1871213329082,30.48
CCA939,CA939,7813c1,,,KJFK,LIRF,2019-07-31 06:43:58+00:00,2019-08-01 15:52:48+00:00,2019-08-01 00:00:00+00:00,40.5948486328125,-73.8096923828125,609.6,41.8728068723517,12.250266851380811,152.4
CCA833,CA833,78082f,B-6540,A332,,LFPG,2019-07-31 06:56:46+00:00,2019-08-01 04:05:41+00:00,2019-08-01 00:00:00+00:00,35.4798346050715,139.90925241023942,6705.6,49.02517415709414,2.533613506116365,
CSN307,CZ307,781362,,,RJTT,EHAM,2019-07-31 07:00:56+00:00,2019-08-01 04:15:44+00:00,2019-08-01 00:00:00+00:00,35.50584411621094,139.8086357116699,609.6,52.31407928466797,4.74822998046875,
UPS410,,a3b557,N338UP,B763,KSDF,SBKP,2019-07-31 07:29:47+00:00,2019-08-01 00:14:35+00:00,2019-08-01 00:00:00+00:00,38.1419243246822,-85.71551115616506,304.8,-23.00113484010859,-47.14324951171875,609.6
CSN699,,780c74,B-2048,B77W,,KJFK,2019-07-31 07:44:53+00:00,2019-08-01 02:43:51+00:00,2019-08-01 00:00:00+00:00,23.34957834017479,113.40321858723959,2438.4,40.67743850966632,-73.72968500310725,175.26
IBE6406,IB6406,3434ca,EC-LEV,A346,LEMD,LEMD,2019-07-31 07:53:09+00:00,2019-08-01 07:23:12+00:00,2019-08-01 00:00:00+00:00,40.5450439453125,-3.5738525390625,609.6,40.57081604003906,-3.5750732421875,861.0600000000002
SVA3700,,4cc3ef,TF-AAK,B744,,,2019-07-31 08:02:48+00:00,2019-08-01 08:39:29+00:00,2019-08-01 00:00:00+00:00,9.106658935546877,75.59287378343484,10972.8,22.652412026615465,53.43109130859375,11262.36
ETH3721,,04015c,,,VIDP,EBMB,2019-07-31 08:08:03+00:00,2019-08-01 06:44:23+00:00,2019-08-01 00:00:00+00:00,28.53652954101562,77.11451603816106,304.8,50.91476440429688,4.5104815508868255,53.34
UAE405,EK405,89649f,A6-EQG,B77W,YMML,OMDB,2019-07-31 08:08:36+00:00,2019-08-01 00:35:43+00:00,2019-08-01 00:00:00+00:00,-37.69395446777344,144.8427565554355,0.0,25.24602127075195,55.37395477294922,
SIA328,SQ328,76cda8,9V-SMH,A359,RJTT,EDDM,2019-07-31 08:13:49+00:00,2019-08-01 04:58:23+00:00,2019-08-01 00:00:00+00:00,35.50394866426112,139.80757043716758,609.6,48.34468518273305,11.80329172234786,403.86
GLP5003,,424583,VQ-BRP,B738,,ULLP,2019-07-31 08:24:38+00:00,2019-08-01 08:47:59+00:00,2019-08-01 00:00:00+00:00,45.306884765625,45.45684814453125,10058.4,59.79709431276483,30.82081761853448,6172.200000000002
PCH891,,4b0f1d,HB-FSV,PC12,BIRK,KBJC,2019-07-31 08:25:09+00:00,2019-08-01 15:32:17+00:00,2019-08-01 00:00:00+00:00,64.12980419094279,-21.93771972656248,0.0,39.92003360037076,-105.06439208984379,1874.52
SLK868,MI868,76b4f1,9V-MGQ,B738,YBCS,RJOA,2019-07-31 08:25:18+00:00,2019-08-01 00:07:39+00:00,2019-08-01 00:00:00+00:00,-16.89781059653075,145.75870513916018,0.0,34.31547003277277,133.03544998168948,1546.86
ETH686,,040016,ET-ALP,B763,GOBD,VIDP,2019-07-31 08:27:15+00:00,2019-08-01 02:53:51+00:00,2019-08-01 00:00:00+00:00,14.69009399414062,-17.07303803542567,304.8,28.5875244140625,76.99609609750601,777.24
UAF823,,896c41,,,OMAL,,2019-07-31 08:27:28+00:00,2019-08-01 06:15:17+00:00,2019-08-01 00:00:00+00:00,24.2977294921875,55.55674235026042,2133.6,24.73725399728549,54.454305396889744,1653.54
BBC088,,702092,,,,VTBS,2019-07-31 08:27:50+00:00,2019-08-01 08:53:33+00:00,2019-08-01 00:00:00+00:00,2.645187377929688,103.7008356643935,8229.6,13.74510684255826,100.75407329358549,312.42
DAL56,DL56,a124b5,N173DZ,B763,LFPG,EHAM,2019-07-31 08:27:55+00:00,2019-08-01 06:45:55+00:00,2019-08-01 00:00:00+00:00,49.02122497558594,2.52361591045673,0.0,52.35942077636719,4.711685180664062,-15.24
OAE326,,ab2ae1,N819AX,B772,RCTP,YAMB,2019-07-31 08:39:58+00:00,2019-08-01 04:48:36+00:00,2019-08-01 00:00:00+00:00,25.08833312988281,121.25762939453121,304.8,-27.65691724874205,152.7206303523137,15.24
SIA478,,76cda2,9V-SMB,A359,YMML,FAOR,2019-07-31 08:44:06+00:00,2019-08-01 03:53:06+00:00,2019-08-01 00:00:00+00:00,-37.68685913085938,144.84112029379992,0.0,-26.12466430664062,28.241081957547173,1562.1
SVR701,U6701,424932,VQ-BDJ,A320,UIII,LKVO,2019-07-31 08:47:28+00:00,2019-08-01 07:11:05+00:00,2019-08-01 00:00:00+00:00,52.26150512695312,104.4158935546875,609.6,50.15770863678495,14.4132459485853,883.9200000000002
CMP804,CM804,0c20a7,HP-1839CMP,B738,KLAX,KJFK,2019-07-31 08:52:20+00:00,2019-08-01 04:04:55+00:00,2019-08-01 00:00:00+00:00,33.936904907226555,-118.408682686942,0.0,40.687633449748404,-73.72163252397019,243.84
JST117,JQ117,7c6b2b,VH-VGD,A320,YPPH,YPPH,2019-07-31 08:56:41+00:00,2019-08-01 03:56:25+00:00,2019-08-01 00:00:00+00:00,-31.950709456104327,115.9619265186543,-304.8,-31.957763671875,115.9599792480469,-114.3
CCA819,,78076d,B-2087,B77W,ZGSZ,KLDJ,2019-07-31 08:57:36+00:00,2019-08-01 13:55:22+00:00,2019-08-01 00:00:00+00:00,22.58546447753906,113.83938321200279,609.6,40.61408091399629,-74.21451915394175,381.0
AFR483,AF483,394a12,F-GSQS,B77W,LFPG,LFPG,2019-07-31 09:00:10+00:00,2019-08-01 11:18:46+00:00,2019-08-01 00:00:00+00:00,48.9951130495233,2.5418171129728617,304.8,48.99618375099311,2.6268888774671053,160.02
UAE1QH,,896194,A6-EEU,A388,,OMDB,2019-07-31 09:00:46+00:00,2019-08-01 01:25:20+00:00,2019-08-01 00:00:00+00:00,-37.03678894042969,174.5939084316822,1219.2,25.24786376953125,55.37059783935547,137.16
CSC8632,3U8632,7815a8,,,KLAX,,2019-07-31 09:15:13+00:00,2019-08-01 03:18:23+00:00,2019-08-01 00:00:00+00:00,33.936538696289055,-118.4131669025032,0.0,30.48770141601562,106.61886776194851,8412.48
CSN679,,780ccd,B-5959,A333,,LTBW,2019-07-31 09:19:09+00:00,2019-08-01 02:51:04+00:00,2019-08-01 00:00:00+00:00,31.09835815429688,105.1190724092371,7315.200000000002,41.1522216796875,28.73004150390625,754.38
CLX8703,,4d0102,LX-VCC,B748,ELLX,VHHH,2019-07-31 09:20:40+00:00,2019-08-01 02:05:49+00:00,2019-08-01 00:00:00+00:00,49.63570675607454,6.228060335726353,304.8,22.30046081542969,113.86535089666191,312.42
PCH145,,4b398f,,,BIRK,KBJC,2019-07-31 09:24:39+00:00,2019-08-01 14:48:24+00:00,2019-08-01 00:00:00+00:00,64.12710416114936,-21.937280273437466,0.0,39.88815307617188,-105.0764067276664,1744.98
SIA322,,76cd7a,,,VHHH,EGLL,2019-07-31 09:26:08+00:00,2019-08-01 04:48:10+00:00,2019-08-01 00:00:00+00:00,22.30192022808528,113.9156087239583,0.0,51.47767639160156,-0.4322526261613007,7.62
PAL118,PR118,758559,,,,CYYZ,2019-07-31 09:27:25+00:00,2019-08-01 00:22:55+00:00,2019-08-01 00:00:00+00:00,14.70542907714844,122.0533699824892,6400.8,43.672004311771715,-79.66722760881697,167.64
SVA744,,710062,HZ-AQL,A333,FAOR,,2019-07-31 09:28:18+00:00,2019-08-01 10:00:27+00:00,2019-08-01 00:00:00+00:00,-26.12288135593224,28.24162409855769,1524.0,17.899381993180622,75.85456303187779,11887.2
GTI4313,,a4bc76,N404KZ,B744,KLAX,VHHH,2019-07-31 09:30:40+00:00,2019-08-01 05:11:12+00:00,2019-08-01 00:00:00+00:00,33.9356689453125,-118.4206219108737,0.0,22.31336975097656,113.9057506214489,121.92
CPA840,,780a19,B-KPX,B77W,VHHH,KJFK,2019-07-31 09:32:03+00:00,2019-08-01 00:26:40+00:00,2019-08-01 00:00:00+00:00,22.31327897411282,113.95126342773442,304.8,40.67788696289062,-73.7293701171875,198.12
FDX5230,,abbe23,N856FD,B77L,,ZGSZ,2019-07-31 09:45:39+00:00,2019-08-01 07:24:54+00:00,2019-08-01 00:00:00+00:00,36.09361267089844,-90.55286407470705,8229.6,22.723450741525422,113.74699910481769,563.88
N141DN,,a0a6bf,N141DN,,SADF,KSBA,2019-07-31 10:09:03+00:00,2019-08-01 00:30:10+00:00,2019-08-01 00:00:00+00:00,-34.43445755263508,-58.56657028198242,304.8,34.28878784179688,-119.62155089086409,1691.64
AAL376,,a12f78,N176AA,B752,SBBR,KPHL,2019-07-31 10:13:45+00:00,2019-08-01 01:19:12+00:00,2019-08-01 00:00:00+00:00,-15.86283874511719,-47.91585821854443,914.4,39.859130859375,-75.28351493503737,30.48
SVA840,SV840,71002a,HZ-ARA,B789,,WMKK,2019-07-31 10:15:10+00:00,2019-08-01 02:41:15+00:00,2019-08-01 00:00:00+00:00,34.394027709960945,-3.77285081513071,10972.8,2.792389433262712,101.6925311910695,106.68
FDX5030,,abab90,N851FD,B77L,YSSY,EDDK,2019-07-31 10:18:12+00:00,2019-08-01 09:33:52+00:00,2019-08-01 00:00:00+00:00,-33.96260407011391,151.1800575256348,0.0,50.89041137695312,7.114612476245777,121.92
SVA113,SV113,71005e,HZ-AK19,B77W,RPLL,EGLL,2019-07-31 10:19:06+00:00,2019-08-01 05:15:35+00:00,2019-08-01 00:00:00+00:00,14.491618528204448,120.98973324424341,304.8,51.46498857918432,-0.4314422607421875,7.62
KAL553,,71be02,HL7602,B744,RJBB,RJBB,2019-07-31 10:22:51+00:00,2019-08-01 06:58:45+00:00,2019-08-01 00:00:00+00:00,34.424821239406775,135.2406120300293,0.0,34.44818115234375,135.2357576331314,30.48
BAW32N,,400612,G-CIVJ,B744,EGLL,EGLL,2019-07-31 10:24:58+00:00,2019-08-01 05:43:46+00:00,2019-08-01 00:00:00+00:00,51.47749328613281,-0.4880750501478133,0.0,51.46498857918432,-0.4331207275390625,15.24
ABW367,,4240e6,VP-BIK,B744,UUEE,PANC,2019-07-31 10:25:39+00:00,2019-08-01 06:12:19+00:00,2019-08-01 00:00:00+00:00,55.93441772460938,37.27894176136363,914.4,61.16782495530985,-150.02888997395831,30.48
CCA772,,780019,B-6092,A332,EDDF,,2019-07-31 10:29:18+00:00,2019-08-01 01:02:27+00:00,2019-08-01 00:00:00+00:00,50.04804320254568,8.579115996489652,0.0,22.808967202396715,113.56048583984379,1363.98
IBE6586,,34164b,EC-IOB,A346,LEMD,LEMD,2019-07-31 10:33:08+00:00,2019-08-01 07:46:06+00:00,2019-08-01 00:00:00+00:00,40.54600524902344,-3.57489013671875,609.6,40.58775329589844,-3.5753173828125,952.5
SIA7396,,76cccb,9V-SFK,B744,VTBS,OMSJ,2019-07-31 10:34:09+00:00,2019-08-01 09:51:07+00:00,2019-08-01 00:00:00+00:00,13.63064575195312,100.7454339389143,609.6,25.32829284667969,55.51205041273585,175.26
CCA173,,780dfe,B-6102,A333,ZGSZ,YSSY,2019-07-31 10:34:42+00:00,2019-08-01 04:16:39+00:00,2019-08-01 00:00:00+00:00,22.5889892578125,113.8376353870739,914.4,-33.91823978747351,151.1686706542969,-30.48
CXA857,,781112,B-7838,B789,,KLAX,2019-07-31 10:36:29+00:00,2019-08-01 01:52:26+00:00,2019-08-01 00:00:00+00:00,25.64669851529396,119.30385373673349,6705.6,33.95306086136123,-118.3927345275879,83.82000000000002
KQA002,,04c11c,5Y-KZF,B788,FAOR,KJFK,2019-07-31 10:38:26+00:00,2019-08-01 11:03:27+00:00,2019-08-01 00:00:00+00:00,-26.11976623535156,28.242584804318987,1524.0,40.584008168366,-73.80265669389206,236.22
FJI419,,c8801a,DQ-FJV,A332,VHHH,NZAA,2019-07-31 10:43:18+00:00,2019-08-01 00:58:44+00:00,2019-08-01 00:00:00+00:00,22.307373046875,113.93176824396309,304.8,-36.99380493164062,174.85226245636642,304.8
BAW2202,BA2202,4006c1,G-VIIO,B772,EGKK,EGKK,2019-07-31 10:44:04+00:00,2019-08-01 08:05:50+00:00,2019-08-01 00:00:00+00:00,51.1429401979608,-0.2274322509765625,304.8,51.15825588420286,-0.11688232421875,243.84
CCA927,,7808a9,B-6503,A333,,RJBB,2019-07-31 10:46:26+00:00,2019-08-01 03:20:56+00:00,2019-08-01 00:00:00+00:00,29.96131896972656,106.8954647288603,3352.8,34.429641723632805,135.2077873385682,-7.62
AAR551,,71bf75,HL7775,B772,,LTBW,2019-07-31 10:50:04+00:00,2019-08-01 13:01:05+00:00,2019-08-01 00:00:00+00:00,35.59291076660156,140.37174224853518,3352.8,41.14882646980932,28.709585016423997,777.24
PAC213,,abba93,N855GT,B748,71KY,,2019-07-31 10:52:38+00:00,2019-08-01 03:10:27+00:00,2019-08-01 00:00:00+00:00,39.04605102539062,-84.80854200280231,609.6,35.96063232421875,133.9069175720215,10972.8
QFA9,QF9,7c8064,VH-ZNA,B789,YPPH,EGLL,2019-07-31 10:52:56+00:00,2019-08-01 03:40:29+00:00,2019-08-01 00:00:00+00:00,-31.93258666992188,115.96728515625,-304.8,51.47767639160156,-0.4294318121832816,22.86
QFA49,,7c806b,,,YMML,KSFO,2019-07-31 11:00:46+00:00,2019-08-01 00:32:59+00:00,2019-08-01 00:00:00+00:00,-37.68667602539062,144.8410034179688,0.0,37.612299515029136,-122.3598115340523,0.0
CSN478,,7805a9,B-2073,B77L,KLAX,,2019-07-31 11:01:16+00:00,2019-08-01 02:02:23+00:00,2019-08-01 00:00:00+00:00,33.93594360351562,-118.417931381537,0.0,23.26597052105403,113.44680786132808,2811.78
UAL20,UA20,a1f557,N225UA,B772,EGLL,EHAM,2019-07-31 11:02:07+00:00,2019-08-01 07:24:52+00:00,2019-08-01 00:00:00+00:00,51.47763061523438,-0.4770144900759874,0.0,52.35992431640625,4.711685180664062,-7.62
FDX77,,a7b433,N596FE,MD11,KOAK,YSSY,2019-07-31 11:02:56+00:00,2019-08-01 05:47:10+00:00,2019-08-01 00:00:00+00:00,37.7069091796875,-122.22243288730049,0.0,-33.921340942382805,151.16952078683042,-45.72
CPA826,,780a37,B-KQE,B77W,VHHH,CYYZ,2019-07-31 11:11:43+00:00,2019-08-01 01:38:12+00:00,2019-08-01 00:00:00+00:00,22.30842590332031,113.9347145774148,304.8,43.67051696777344,-79.66933849245999,152.4
CPA812,,780a39,B-KQG,B77W,VHHH,KBOS,2019-07-31 11:16:25+00:00,2019-08-01 02:03:36+00:00,2019-08-01 00:00:00+00:00,22.30242919921875,113.9173362038352,0.0,42.39459228515625,-70.99071849476208,121.92
UAE246,EK246,896176,A6-EWD,B77L,,OMDB,2019-07-31 11:17:33+00:00,2019-08-01 01:00:58+00:00,2019-08-01 00:00:00+00:00,-22.8724365234375,-43.27694424715907,3352.8,25.249340251340698,55.35842319704452,
CES553,MU553,7804a7,B-2003,B77W,RCTP,LFPG,2019-07-31 11:18:06+00:00,2019-08-01 03:56:05+00:00,2019-08-01 00:00:00+00:00,25.08513887049788,121.2536678674086,304.8,48.99618375099311,2.6273225483141447,160.02
VPBAP,,42409b,VP-BAP,B721,LFML,KVNY,2019-07-31 11:18:18+00:00,2019-08-01 02:10:25+00:00,2019-08-01 00:00:00+00:00,43.47560119628906,5.156292582667152,609.6,34.277481079101555,-118.49696568080358,685.8000000000002
UAE7DK,,89618c,A6-EEM,A388,YMML,OMDB,2019-07-31 11:26:26+00:00,2019-08-01 00:45:15+00:00,2019-08-01 00:00:00+00:00,-37.69212341308594,144.84234749002658,0.0,25.25044586698888,55.363903405531396,137.16
AFR415,AF415,392f2a,F-GLZK,A343,LFPG,LFPG,2019-07-31 11:27:09+00:00,2019-08-01 07:16:25+00:00,2019-08-01 00:00:00+00:00,49.01902770996094,2.484459510216346,304.8,48.99636840820312,2.629887507512019,160.02
AAL192,,a9b62c,N725AN,B77W,VHHH,KLAX,2019-07-31 11:31:17+00:00,2019-08-01 00:40:42+00:00,2019-08-01 00:00:00+00:00,22.31020652641684,113.940175374349,304.8,33.953109741210945,-118.3921471420599,83.82000000000002
IBE6402,IB6402,3433d2,EC-KZI,A346,LEMD,LEMD,2019-07-31 11:31:33+00:00,2019-08-01 11:47:58+00:00,2019-08-01 00:00:00+00:00,40.54733276367188,-3.57427978515625,609.6,40.58921813964844,-3.5751953125,967.74
AWQ463,QZ463,8a03f3,PK-AZE,A320,YPPH,WMKK,2019-07-31 11:31:35+00:00,2019-08-01 01:45:43+00:00,2019-08-01 00:00:00+00:00,-31.93152993412343,115.9678120515784,0.0,2.746444702148438,101.6719960358183,76.2
UAE5CL,,8964b3,,,YSSY,OMDB,2019-07-31 11:31:43+00:00,2019-08-01 01:27:56+00:00,2019-08-01 00:00:00+00:00,-33.981582641601555,151.184598961655,0.0,25.249817411778327,55.363760894199594,137.16
CLX7303,,4d0117,LX-VCM,B748,WMKK,PANC,2019-07-31 11:32:42+00:00,2019-08-01 02:21:37+00:00,2019-08-01 00:00:00+00:00,2.6981211516816734,101.7278105637123,0.0,61.1678466796875,-149.99653407505582,30.48
UAE3XE,,8963ea,A6-EOM,A388,YBBN,OMDB,2019-07-31 11:34:15+00:00,2019-08-01 01:20:29+00:00,2019-08-01 00:00:00+00:00,-27.38644409179688,153.12754505085502,-304.8,25.24209594726562,55.375760396321624,137.16
CCA861,CA861,78037b,B-6093,A332,VHHH,LSGG,2019-07-31 11:34:46+00:00,2019-08-01 05:40:06+00:00,2019-08-01 00:00:00+00:00,22.30668640136719,113.92997048117901,304.8,46.24922930184057,6.125358581542969,365.76
CES779,,7807d5,B-6537,A332,,NZAA,2019-07-31 11:36:25+00:00,2019-08-01 04:00:11+00:00,2019-08-01 00:00:00+00:00,30.33915710449219,106.6201602711397,8839.2,-36.993527169954966,174.8535620647928,304.8
CPA306,,780abb,B-LRP,A359,EIDW,RCTP,2019-07-31 11:38:48+00:00,2019-08-01 00:30:55+00:00,2019-08-01 00:00:00+00:00,53.42376708984375,-6.307687198414555,304.8,25.04255676269531,121.2003072102865,259.08
CSN463,,780da8,B-2026,B77L,KORD,EDDF,2019-07-31 11:40:25+00:00,2019-08-01 18:34:42+00:00,2019-08-01 00:00:00+00:00,41.97367858886719,-87.85254738547584,609.6,50.036568075923604,8.571915497650973,
QTR28N,,06a143,A7-APB,A388,YMML,OTHH,2019-07-31 11:41:45+00:00,2019-08-01 01:24:23+00:00,2019-08-01 00:00:00+00:00,-37.6928348864539,144.8424961255944,0.0,25.26143219511388,51.62413399174528,129.54
QFA10,,7c8067,,,EGLL,YPPH,2019-07-31 11:43:39+00:00,2019-08-01 04:02:29+00:00,2019-08-01 00:00:00+00:00,51.4775390625,-0.4829530458192721,0.0,-31.95596985897777,115.9605252012915,-121.92
CLX6353,,4d0111,LX-VCH,B748,,ELLX,2019-07-31 11:45:59+00:00,2019-08-01 04:03:58+00:00,2019-08-01 00:00:00+00:00,35.581271931276476,140.37517791098742,3352.8,49.62462615966797,6.206606814735813,327.66
CPA318,,78922f,,,LEBL,RCKH,2019-07-31 11:46:27+00:00,2019-08-01 00:01:16+00:00,2019-08-01 00:00:00+00:00,41.28461934752383,2.2551935369318183,1219.2,22.57755602820445,120.3348286946615,76.2
TGW712,,76bcca,9V-OFJ,B788,,LGAV,2019-07-31 11:48:37+00:00,2019-08-01 05:40:48+00:00,2019-08-01 00:00:00+00:00,24.668123924126057,114.31771908166272,12192.0,37.83807786844545,23.83961553158968,716.2800000000002
AWQ536,QZ536,8a03f4,PK-AZF,A320,YPPH,YPPH,2019-07-31 11:49:14+00:00,2019-08-01 11:42:16+00:00,2019-08-01 00:00:00+00:00,-31.92787170410156,115.96871337890629,0.0,-31.95648193359375,115.96036376953128,-121.92
CHH7907,HU7907,7813a0,,,,LFPG,2019-07-31 11:56:29+00:00,2019-08-01 05:37:52+00:00,2019-08-01 00:00:00+00:00,29.86354064941406,106.75430884728071,1524.0,48.99529925847457,2.609903435958059,76.2
EVA032,,89902f,B-16726,B77W,RCTP,KJFK,2019-07-31 12:00:22+00:00,2019-08-01 01:48:49+00:00,2019-08-01 00:00:00+00:00,25.08828735351562,121.25808715820308,0.0,40.67715454101562,-73.7298583984375,182.88
HAL18,HA18,a48ae7,N392HA,A332,RJBB,KLAS,2019-07-31 12:00:48+00:00,2019-08-01 06:33:19+00:00,2019-08-01 00:00:00+00:00,34.427810668945305,135.24483816964292,0.0,36.08894348144531,-115.1625823974609,594.36
